loss,iou_score,f1-score
0.17223329842090607,0.7686803936958313,0.8416970372200012
0.18610049784183502,0.7517551183700562,0.8295681476593018
0.18852895498275757,0.7544335126876831,0.8258348703384399
0.1790475696325302,0.7606573700904846,0.8350365161895752
0.1917169839143753,0.7444074153900146,0.8225223422050476
